PROLIFIC_PID,randomized_pair_order,stimulus_name,predictability,boundary_times_sec,boundary_count,block,global_position_in_block,video_attention_failure_type
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",suitcase,Predictable,"[0.950727,2.229152,4.189088,6.076794,8.264635,10.74953,12.44845,15.431016,16.848451,18.488455,20.575574,23.417437,25.10576,26.956618]",14.0,1.0,9.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",printer,Unpredictable,"[0.910587,2.533412,3.778793,5.218643,6.773814,8.36199,10.713765,12.395633,15.03148,16.61502,18.677969,21.466743,24.026865,26.90584,29.610496,31.518068,33.033669,34.464982,36.011462,38.070697,40.156174,41.935846,43.280236]",23.0,1.0,10.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",bathroom,Predictable,"[2.523524,4.581815,6.372658,7.784735,9.949021,11.816889,13.700823,15.390799,17.285094,18.976337,21.65212,23.426765,24.720998,26.598978,28.845824,30.294338,31.869709,34.120424]",18.0,1.0,11.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",poster,Unpredictable,"[1.093136,2.564016,4.032048,5.728408,7.244429,8.789271,10.487843,12.039573,13.926993,15.861027,17.874364,19.511152,21.239946,22.602536]",14.0,1.0,12.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",bike,Predictable,"[0.851458,2.899135,5.228218,6.849471,8.663392,10.60665,12.224778,14.208969,16.242562,18.643085,20.250169,21.288966,22.252139,23.017964,24.684794,27.555049]",16.0,1.0,13.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",beach,Unpredictable,"[0.909943,2.407359,4.647416,6.426389,8.392715,10.624214,12.815193,14.378903,16.035469,17.252523,18.428298,19.458696,20.359672,21.799137,23.457081,24.73747,26.328921]",17.0,1.0,14.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",record,Predictable,"[0.934355,2.206339,3.47242,4.226955,5.274579,7.303527,9.105262,10.443915,12.105965,14.266663,16.771108,19.087725]",12.0,1.0,15.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",baking,Predictable,"[2.185438,4.140587,5.857976,7.190744,10.537192,11.879222,14.495564,16.770316,19.293442,20.934841,22.420474,24.069051,25.342466,28.054849]",14.0,1.0,16.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",cleaning,Unpredictable,"[1.183349,3.10768,4.851803,6.684723,8.084826,9.606376,11.40498,12.830853,14.526457,17.242756,19.645976,21.410141,23.415191,25.463129,26.666707,28.103358,29.842768]",17.0,1.0,17.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",music,Predictable,"[1.115703,3.748245,5.890214,7.500607,9.245342,11.049628,12.477466,14.855426,17.12033,19.877645,21.88262,23.265527,25.19236,27.225135,28.89596,30.827814,33.147786,34.655279,37.485342]",19.0,1.0,18.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",painting,Unpredictable,"[1.483578,3.753272,5.657225,7.586199,9.770794,11.404881,12.759558,14.656306,16.428684,18.191427,19.945335,21.304759,22.554479,23.621183]",14.0,1.0,19.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",fireplace,Predictable,"[0.746285,2.200905,3.250844,5.654261,8.671895,10.467998,12.018625,14.384519,16.078283,17.637798,19.184643,21.466125,22.81681,24.427077,26.467796,28.452026,30.068397]",17.0,1.0,20.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",bank,Unpredictable,"[1.39344,2.444108,4.064054,6.093588,7.854444,10.00482,11.625203,13.043919,15.176311,16.93565,18.777158]",11.0,1.0,21.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",shopping,Unpredictable,"[0.651088,1.937237,3.208549,4.287555,7.205338,9.080596,11.40042]",7.0,1.0,22.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",walking,Predictable,"[0.586685,2.817161,4.557271,6.12975,7.908859,9.718689,11.466576,12.77253,14.332095,15.909088,17.565547,19.209743,21.065527]",13.0,1.0,23.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",cereal,Unpredictable,"[0.559407,2.030437,3.195159,5.169466,7.136625,9.792915,11.916579,13.714123,15.634285,17.309413,19.919976,22.054564,23.879939,26.24978,29.000354,30.234118,32.316469,33.996367,35.888256,37.183107]",20.0,1.0,24.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",football,Unpredictable,"[0.875299,2.760122,4.405987,6.217984,7.544201,8.545581,10.117163,11.274418,12.854419,14.379513,15.862907,17.277124,18.750292,19.842638,20.662935,22.500721,23.898764,25.829422,27.038687,28.472287,29.795686,31.747801,32.595277,34.098243]",24.0,1.0,25.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",car,Predictable,"[0.68104,2.488167,4.344893,6.137166,7.580152,9.57451,11.940466,14.689341,16.449284,17.646884,20.089385,22.303267,23.695447,25.481073,27.005863,28.564425,30.268973,31.504249,33.168256,34.331083,35.790157,37.21979,38.486499]",23.0,1.0,26.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",sunbathing,Unpredictable,"[2.252787,4.557654,5.819226,7.175042,8.684913,11.581703,14.34678,16.469951,17.990704,19.620521,20.887622,22.082753,23.571572,24.85149,26.448938,28.440417,30.030991,31.229297,32.51583,33.725139,34.8049,36.354862,37.8806,39.147237]",24.0,1.0,27.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",balcony,Unpredictable,"[0.545948,1.804249,3.220064,4.813573,5.778286,6.89058,8.189061,10.009903,11.711192,12.995692,14.409106,15.991099,17.479896,19.334705,21.010739,22.935882,24.92909,27.367648]",18.0,1.0,28.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",tea,Predictable,"[2.044372,3.288984,5.501554,7.262706,9.124369,11.646454,13.510386,15.791322,18.721475,21.441677,23.984377,25.813792,27.69062,28.880197,30.655219]",15.0,1.0,29.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",bedding,Unpredictable,"[0.816301,2.685468,4.646256,6.253741,7.480518,9.442994,11.008615,12.611516,14.20726,16.468435,19.540832,21.953641,23.83888,26.165894,27.96803,29.826247,31.593609,33.666398]",18.0,1.0,30.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",mouse,Unpredictable,"[2.037632,3.579494,6.303697,8.124606,9.123719,10.281546,11.399766,12.887567,15.086245,16.987515,18.402382,19.681818,21.160821,22.811803,24.262704,26.068816,28.201467]",17.0,2.0,1.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",party,Predictable,"[0.910864,1.820212,3.201382,5.229235,7.672846,10.638277,12.394069,13.736376,16.142896,19.050522,21.581797,23.776516,26.686065,28.541596,30.234563,32.72921,34.705741]",17.0,2.0,2.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",lamp,Unpredictable,"[0.647031,2.701056,5.597184,7.96311,9.564867,11.02874,13.452001,15.554301,17.471231,19.001654,20.508163,22.769919,25.465863,27.076358,28.878779]",15.0,2.0,3.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",whiteboard,Predictable,"[0.744599,2.559198,5.077038,8.486981,12.066645,13.23054,14.767785,16.902199,18.036215,19.866443,21.439159,23.87653,24.835172,26.102502,28.612626,29.643012,31.701273,33.198109,34.529778,35.740404]",20.0,2.0,4.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",laundry,Unpredictable,"[0.673964,2.129644,3.486075,4.814479,7.029205,8.386442,10.297083,12.085888,14.103582,15.393071,17.144299,18.517723,20.98319,23.586842,24.863843,26.030769,27.753107,29.532086]",18.0,2.0,5.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",gym,Unpredictable,"[0.741772,2.117671,3.225608,4.4861,5.589389,6.524343,7.468066,8.445239,10.202243,12.493858,13.516346,15.753075,17.179393,18.221052,19.120758,20.48089,21.670216,22.957576,24.156366,25.55329,26.881821,28.631608]",22.0,2.0,6.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",skateboard,Unpredictable,"[1.405578,2.739121,3.746706,5.1047,6.241937,7.381344,9.145988,11.090794,12.387563,13.799036,15.901973,17.644064,19.662743,21.250153,22.635571,23.812713]",16.0,2.0,7.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",tennis,Predictable,"[1.200871,3.823842,6.344726,7.77324,9.163678,10.587642,11.689884,12.981756,13.954435,15.917989,17.446022,18.760758,20.322929,22.079675,24.007044,25.080722,26.57441,28.370457]",18.0,2.0,8.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",suitcase,Unpredictable,"[1.464802,2.331894,4.372822,6.038169,7.452395,8.792649,10.415159,11.66333,12.549192,13.815152,15.867705,17.310822,18.591121,20.342775,21.638938,23.263872,24.515432,26.226244]",18.0,2.0,9.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",printer,Predictable,"[0.516232,2.026686,3.220961,4.234022,5.674365,7.076779,8.240161,9.577987,10.965866,12.174192,13.452355,14.789155,16.008188,17.285288,18.8108,20.595828,21.773488,23.302384,24.506663,26.052098,27.351352,28.823048,30.066931,31.441038,32.760798,33.809931,34.74382,35.801282,36.765655,37.939281,39.316526,41.40721,42.683296]",33.0,2.0,10.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",bathroom,Unpredictable,"[0.725576,2.030063,3.47581,4.952317,7.059564,9.756877,11.028932,12.563725,14.692487,17.302654,19.236759,20.402428,21.688144,22.880643,23.844133,24.908567,26.043541,27.018967,28.57421,29.959024,31.745131,33.276703,34.752294]",23.0,2.0,11.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",poster,Predictable,"[0.798001,2.176778,3.430591,3.639746,5.07525,6.947503,9.11635,10.224693,12.308343,13.837519,16.174532,17.897792,18.088178,19.1943,21.04132,22.313523,23.521761]",17.0,2.0,12.0,rapid_successive_press
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",bike,Unpredictable,"[1.532706,2.852902,4.315496,6.391603,8.376069,10.697556,12.304551,14.279655,15.859391,18.146032,19.480928,21.634479,22.89454,24.620462,26.90175,28.745182]",16.0,2.0,13.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",beach,Predictable,"[1.398515,2.774787,4.155792,5.952322,7.877242,10.373826,11.696324,13.370258,14.282429,15.686436,17.955378,19.656376,21.470709,23.105781,24.44577]",15.0,2.0,14.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",record,Unpredictable,"[0.695512,3.076242,4.610807,6.280134,8.013534,9.874943,11.136198,12.658726,14.516852,16.538411,18.057729]",11.0,2.0,15.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",baking,Unpredictable,"[1.106677,4.245951,5.826766,7.029667,8.102141,10.02691,11.09963,13.19258,15.993075,17.141624,18.97454,20.756917,22.26934,23.987154,25.047415,27.878044]",16.0,2.0,16.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",cleaning,Predictable,"[1.065412,2.232482,3.354318,5.060503,6.680789,8.26156,10.406551,12.061651,13.9405,15.464278,17.660705,19.609089,21.485567,24.042334,25.365504,26.947498,28.143391,29.68958]",18.0,2.0,17.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",music,Unpredictable,"[0.731385,3.609328,5.770721,7.706234,10.272544,12.481946,14.719502,16.298082,18.0926,19.270517,20.92396,22.252333,24.281868,26.07051,27.938857,29.903596,31.096447,33.125443,34.704614,36.545708]",20.0,2.0,18.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",painting,Predictable,"[0.79446,2.372747,4.028703,5.369169,6.918169,8.176384,9.820277,11.647032,13.281847,14.979855,17.333589,18.933383,20.415758,22.018538,23.30099,24.516682]",16.0,2.0,19.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",fireplace,Unpredictable,"[0.865176,1.94391,3.51481,4.817794,7.198055,9.156735,11.241398,12.483194,14.02059,15.766415,18.287763,20.220638,22.05937,23.798554,25.19606,26.27386,27.644796,29.43643,30.871522]",19.0,2.0,20.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",bank,Predictable,"[0.565136,1.540082,3.069029,4.720125,6.042918,7.97905,9.772906,10.933213,12.899241,14.585994,16.522442,17.86759,18.863642]",13.0,2.0,21.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",shopping,Predictable,"[0.708628,1.646308,2.789321,5.023411,7.036305,9.571828,11.597579]",7.0,2.0,22.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",walking,Unpredictable,"[0.78609,3.086401,5.322885,7.010383,8.558325,10.447919,12.32207,13.943253,15.618384,17.414051,18.724149,20.800945]",12.0,2.0,23.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",cereal,Predictable,"[0.618842,2.016324,3.308128,5.04748,6.916925,9.517552,11.581777,13.823035,16.025565,17.399858,20.762726,21.976549,24.268677,26.2376,28.696202,29.893051,30.958155,32.894883,34.402637,36.19558]",20.0,2.0,24.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",football,Predictable,"[0.532954,2.315151,4.269546,5.60846,7.86844,9.843692,12.334279,14.028894,16.466341,17.394628,18.556256,19.753734,21.841932,23.501893,24.865244,26.441888,28.063088,29.750445,31.403494,32.926075,34.950944]",21.0,2.0,25.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",car,Unpredictable,"[0.93472,1.822599,3.633582,4.762407,6.122844,8.397024,9.939205,11.246707,13.366249,14.502947,16.508824,17.764549,19.291837,21.265617,23.1832,24.546617,26.104603,27.757162,29.335161,31.607058,33.669374,35.952548,37.703319]",23.0,2.0,26.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",sunbathing,Predictable,"[2.207434,4.208982,6.910709,8.258063,9.971178,12.681077,15.182294,17.16134,19.261445,21.7424,23.262534,24.708891,26.458702,27.563611,29.267156,30.432845,31.305282,33.588052,36.032119,37.261419,38.542008]",21.0,2.0,27.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",balcony,Predictable,"[0.872858,1.914739,3.358199,5.272787,6.405412,8.015119,9.717109,10.800586,11.817289,12.970621,14.5768,15.94663,16.93252,18.18303,19.999328,21.108164,22.088908,23.217855,24.56202,25.77696,27.145174]",21.0,2.0,28.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",tea,Unpredictable,"[1.106785,2.06435,3.761657,6.006205,7.788207,9.172151,11.246547,13.167604,14.976379,18.06625,20.109591,21.408215,23.258405,24.896822,26.888802,28.82901,30.759186]",17.0,2.0,29.0,
699f870f1185d9ba60a6e928,"[16,19,14,30,15,13,24,28,25,21,4,20,7,5,22,1,10,17,18,11,3,23,29,9,12,8,26,2,27,6]",bedding,Predictable,"[0.511421,2.689733,4.281669,6.15931,8.052606,10.125811,12.263385,14.48406,16.545263,18.380639,20.07222,21.520842,23.854497,26.025843,27.690775,29.180575,30.854678,32.376348,33.676699]",19.0,2.0,30.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",skateboard,Predictable,"[0.963365,9.70836,15.109024,20.56969]",4.0,1.0,1.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",shopping,Predictable,"[1.065389,1.338056,5.372478,7.970195]",4.0,1.0,2.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",football,Unpredictable,"[1.609175,4.983696,8.97521,21.036527,29.931024]",5.0,1.0,3.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",baking,Predictable,"[2.475399,8.445632,18.077078,20.042107,22.037324,23.625887,26.251037]",7.0,1.0,4.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",suitcase,Predictable,"[1.009318,5.359323,8.748602,13.102648,17.302865,21.707306,25.325695]",7.0,1.0,5.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",poster,Predictable,"[3.67488,6.510209,13.079005,16.800656,21.732467]",5.0,1.0,6.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",printer,Unpredictable,"[4.349137,8.967195,14.63982,22.739729,25.554667,28.499186,33.419299,36.420652,40.379987,43.62059]",10.0,1.0,7.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",mouse,Unpredictable,"[2.7207,6.574843,12.980549,19.311703,24.682696,28.835794]",6.0,1.0,8.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",tea,Unpredictable,"[5.10662,6.938475,11.274935,17.245755,24.340603,27.849756,29.980622]",7.0,1.0,9.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",bike,Unpredictable,"[4.297751,11.017264,16.416061,20.182486,27.533827]",5.0,1.0,10.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",laundry,Predictable,"[2.430391,10.680545,14.130983,20.986412,24.529465,28.726925]",6.0,1.0,11.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",painting,Predictable,"[5.101349,11.927617,15.977429,21.242823,23.012499]",5.0,1.0,12.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",bathroom,Unpredictable,"[3.196346,6.285747,8.715992,12.480213,16.470974,18.181466,22.774178,26.98777,32.958652]",9.0,1.0,13.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",bank,Predictable,"[5.444147,9.873061,13.767698,18.044714]",4.0,1.0,14.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",balcony,Predictable,"[1.651142,4.383593,8.404094,11.855198,15.127473,16.879953,21.292383,25.835957]",8.0,1.0,15.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",cleaning,Unpredictable,"[2.659296,6.742873,10.794377,18.640265,21.548259,22.717733,28.79354]",7.0,1.0,16.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",walking,Unpredictable,"[2.971848,9.254391,14.06979,18.629069]",4.0,1.0,17.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",cereal,Unpredictable,"[2.08109,12.447154,21.44676,26.908351,30.508006,35.139904]",6.0,1.0,18.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",gym,Unpredictable,"[4.338183,7.443883,11.627654,17.269992,22.173877,24.34855]",6.0,1.0,19.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",tennis,Unpredictable,"[2.435907,6.110628,10.221768,14.829417,19.957951,23.932993,26.722201,28.012728]",8.0,1.0,20.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",party,Predictable,"[2.474101,6.360832,9.85369,18.405187,23.16097,28.275551,34.681047]",7.0,1.0,21.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",sunbathing,Unpredictable,"[3.833029,8.199349,11.768027,16.044402,21.594827,28.31382,33.44547,35.890156,39.024803]",9.0,1.0,22.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",bedding,Unpredictable,"[4.663093,9.960246,18.105879,23.235807,28.441217,31.741162]",6.0,1.0,23.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",fireplace,Predictable,"[2.798409,4.32962,6.53709,10.674341,13.212796,15.760465,18.189085,23.590854,27.91143]",9.0,1.0,24.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",beach,Unpredictable,"[2.785452,5.125987,12.341518,14.755254,16.766846,19.046201,22.106777,25.376607]",8.0,1.0,25.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",whiteboard,Unpredictable,"[6.383124,8.544433,13.08778,16.80973,20.485576,25.23926,29.079811]",7.0,1.0,26.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",music,Unpredictable,"[2.663445,11.049892,17.815525,21.220227,24.295253,30.026184,32.679324,37.21015]",8.0,1.0,27.0,
69ebf7ef9b1f438ecd629727,"[24,23,12,1,25,20,21,16,27,7,15,18,4,3,2,10,29,9,13,28,19,26,6,11,5,30,17,14,8,22]",lamp,Predictable,"[3.486069,6.891007,12.051241,22.086936,27.0381]",5.0,1.0,28.0,
