PROLIFIC_PID,randomized_pair_order,stimulus_name,predictability,boundary_times_sec,boundary_count,block,global_position_in_block,video_attention_failure_type
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",painting,Predictable,"[1.424676,5.464716,8.720732,10.928758,11.632505,13.217079,16.193309,19.9208,22.44077]",9.0,1.0,11.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",cleaning,Unpredictable,"[1.576597,3.368502,6.656858,9.089555,13.097103,19.776661,21.856869,23.608981]",8.0,1.0,12.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",cereal,Predictable,"[1.516782,3.71688,5.724882,7.276573,11.756573,13.701427,16.436669,17.64458,18.644733,21.0045,24.301175,26.37249,28.516793,29.812615,31.836988,33.252474,34.612725,36.332976,37.036832]",19.0,1.0,13.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",suitcase,Unpredictable,"[1.232715,2.03246,3.600592,4.584872,6.192911,7.296825,8.144567,8.744536,10.248572,11.192755,12.368971,14.64909,15.70464,17.064512,18.257058,19.624551,20.697086,22.928492,26.480776]",19.0,1.0,14.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",whiteboard,Unpredictable,"[0.792711,5.089324,8.648884,11.992994,14.600519,17.305421,18.28881,20.248884,22.880731,24.696767,26.160691]",11.0,1.0,15.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",tea,Unpredictable,"[1.212579,2.908611,3.836716,5.708923,8.356812,9.196554,11.188701,13.30084,15.21251,18.140748,20.764922,23.853296,25.41248,26.356738,27.54877,28.909257,30.116431]",17.0,1.0,16.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",beach,Predictable,"[1.460791,2.468562,3.964632,4.924966,7.828866,9.10078,10.780813,11.940959,13.156954,14.252536,15.204644,16.428726,17.556872,18.716635,19.820657,20.997318,22.188792,24.396881,25.572758]",19.0,1.0,17.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",laundry,Predictable,"[1.544496,3.288945,4.064951,5.728742,7.856625,10.944651,14.592792,15.448797,16.400863,18.584627,21.312713,24.072581,24.976918,26.248628,27.616678,29.081016]",16.0,1.0,18.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",party,Predictable,"[1.376545,2.232853,3.992635,5.360562,7.056523,9.144799,11.000796,12.921159,15.728391,19.816914,21.296623,24.200934,26.280909,28.872919,30.864535,32.312701,34.064719]",17.0,1.0,19.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",car,Predictable,"[1.852632,3.100506,3.932456,4.468629,5.492624,6.012613,7.020658,8.412832,9.668919,12.621175,14.07642,15.412715,17.172773,20.516825,23.445717,27.380942,29.253305,31.932708,33.49271,35.788816,37.925062]",21.0,1.0,20.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",walking,Predictable,"[1.91671,3.444545,5.588843,7.484526,9.068925,11.236777,12.612465,13.900606,15.564523,18.221186,20.429108]",11.0,1.0,21.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",bedding,Unpredictable,"[1.812524,3.26096,5.068755,7.132542,9.052929,11.276952,12.50853,15.868545,18.204791,19.732478,22.380792,24.068542,25.988745,29.084821,30.444562,32.164499,34.20495]",17.0,1.0,22.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",sunbathing,Predictable,"[3.176841,5.480606,8.056906,9.056667,12.849018,15.073204,17.312842,18.120964,19.4647,22.968792,24.144751,26.472951,29.912554,31.28853,32.544785,33.776723,36.24858,38.064911]",18.0,1.0,23.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",mouse,Predictable,"[2.00516,3.541247,6.884528,8.300804,9.308859,10.573021,11.773204,13.012781,14.404627,16.36489,19.780764,21.244634,23.525507,25.252483,26.50861,27.140801,29.14965]",17.0,1.0,24.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",poster,Unpredictable,"[1.396866,2.340683,3.796713,4.908642,6.668852,7.988674,9.42887,10.948531,12.021104,13.708601,14.612425,16.820713,18.316716,20.349131,21.549532,22.4205]",16.0,1.0,25.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",shopping,Unpredictable,"[1.208611,2.272639,3.400563,5.329114,6.864602,7.816767,8.960986,11.376608]",8.0,1.0,26.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",skateboard,Predictable,"[1.368729,2.241394,3.512477,4.792656,6.088555,7.22464,10.504548,11.768965,15.128936,16.312616,17.688625,19.696802,21.216602,22.752772]",14.0,1.0,27.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",balcony,Unpredictable,"[1.092655,2.444611,4.148587,6.796874,8.268531,9.629534,10.828931,12.140631,13.412717,14.724956,15.716789,16.620984,18.068993,19.245025,21.420672,23.252704,24.460824,25.876773]",18.0,1.0,28.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",record,Unpredictable,"[1.256701,2.480624,3.328948,4.2248,5.760723,7.056569,8.968896,10.192651,11.720861,13.06498,14.320689,16.001129,18.432605]",13.0,1.0,29.0,
6a02fc6e1186071261f2734f,"[17,4,11,21,13,14,1,12,7,3,18,10,9,25,30,27,5,15,19,8,29,6,26,16,20,23,24,2,22,28]",tennis,Unpredictable,"[1.329018,2.960867,4.264543,5.320889,6.648512,10.38531,11.62459,12.800543,14.216637,16.568835,19.136508,20.536575,22.832398,24.776685,26.184632,27.152657,28.448715,29.448798]",18.0,1.0,30.0,
