"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","subject_id","study_id","session_id","pair_count","randomized_pair_order","block1_codes","block2_codes","max_run_block1","max_run_block2","fullscreen_exit_count","tab_switch_count","video_attention_failure_count","total_attention_violation_count","view_history","rt","stimulus","response","trial_kind","question_order","spacebar_question_answer","attention_question_answer","spacebar_question_correct","attention_question_correct","instruction_check_passed","demo_index","demo_code","stimulus_file","stimulus_name","predictability","boundary_times_sec","boundary_count","value","video_code","pair_number","block","global_position_in_block","min_press_gap_sec","no_press_failure","rapid_press_failure","video_attention_failed","video_attention_failure_type","last_video_had_any_attention_violation","current_video_fullscreen_exit_count","current_video_tab_switch_count","current_video_had_fullscreen_exit","current_video_had_tab_switch","current_video_had_video_attention_failure","skipped_video_debug","confidence_rating"
"true","false","[]","[]","[]","preload","0","2.0.0","1265","102","1","2026-06-08 20:21:54","segmentation_norming_randomized_order_maxrun_attention_v4","142.114.27.159","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","Macintosh","Chrome","148.0.0.0","OS X","10_15_7","https://uencdihehs.cognition.run/?PROLIFIC_PID=69de557321797141093c1604&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a272320e29843fe2680de94?PROLIFIC_PID=69de557321797141093c1604&SESSION_ID=6a272320e29843fe2680de94?","en-US,en;q=0.9","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","30","[14,25,17,18,10,11,8,5,13,7,1,6,27,4,30,22,23,19,12,9,2,24,28,21,29,20,15,26,16,3]","[""P14"",""P25"",""P17"",""U18"",""U10"",""U11"",""U8"",""P5"",""P13"",""U7"",""P1"",""U6"",""P27"",""U4"",""P30"",""P22"",""U23"",""P19"",""P12"",""U9"",""P2"",""P24"",""P28"",""P21"",""U29"",""U20"",""U15"",""P26"",""U16"",""P3""]","[""U14"",""U25"",""U17"",""P18"",""P10"",""P11"",""P8"",""U5"",""U13"",""P7"",""U1"",""P6"",""U27"",""P4"",""U30"",""U22"",""P23"",""U19"",""U12"",""P9"",""U2"",""U24"",""U28"",""U21"",""P29"",""P20"",""P15"",""U26"",""P16"",""U3""]","4","4","0","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","2.0.0","23821","102","1","2026-06-08 20:21:54","segmentation_norming_randomized_order_maxrun_attention_v4","142.114.27.159","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","Macintosh","Chrome","148.0.0.0","OS X","10_15_7","https://uencdihehs.cognition.run/?PROLIFIC_PID=69de557321797141093c1604&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a272320e29843fe2680de94?PROLIFIC_PID=69de557321797141093c1604&SESSION_ID=6a272320e29843fe2680de94?","en-US,en;q=0.9","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","30","[14,25,17,18,10,11,8,5,13,7,1,6,27,4,30,22,23,19,12,9,2,24,28,21,29,20,15,26,16,3]","[""P14"",""P25"",""P17"",""U18"",""U10"",""U11"",""U8"",""P5"",""P13"",""U7"",""P1"",""U6"",""P27"",""U4"",""P30"",""P22"",""U23"",""P19"",""P12"",""U9"",""P2"",""P24"",""P28"",""P21"",""U29"",""U20"",""U15"",""P26"",""U16"",""P3""]","[""U14"",""U25"",""U17"",""P18"",""P10"",""P11"",""P8"",""U5"",""U13"",""P7"",""U1"",""P6"",""U27"",""P4"",""U30"",""U22"",""P23"",""U19"",""U12"",""P9"",""U2"",""U24"",""U28"",""U21"",""P29"",""P20"",""P15"",""U26"",""P16"",""U3""]","4","4","0","0","1","1","[{""page_index"":0,""viewing_time"":22555}]","22555","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","2.0.0","35192","102","1","2026-06-08 20:21:54","segmentation_norming_randomized_order_maxrun_attention_v4","142.114.27.159","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","Macintosh","Chrome","148.0.0.0","OS X","10_15_7","https://uencdihehs.cognition.run/?PROLIFIC_PID=69de557321797141093c1604&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a272320e29843fe2680de94?PROLIFIC_PID=69de557321797141093c1604&SESSION_ID=6a272320e29843fe2680de94?","en-US,en;q=0.9","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","30","[14,25,17,18,10,11,8,5,13,7,1,6,27,4,30,22,23,19,12,9,2,24,28,21,29,20,15,26,16,3]","[""P14"",""P25"",""P17"",""U18"",""U10"",""U11"",""U8"",""P5"",""P13"",""U7"",""P1"",""U6"",""P27"",""U4"",""P30"",""P22"",""U23"",""P19"",""P12"",""U9"",""P2"",""P24"",""P28"",""P21"",""U29"",""U20"",""U15"",""P26"",""U16"",""P3""]","[""U14"",""U25"",""U17"",""P18"",""P10"",""P11"",""P8"",""U5"",""U13"",""P7"",""U1"",""P6"",""U27"",""P4"",""U30"",""U22"",""P23"",""U19"",""U12"",""P9"",""U2"",""U24"",""U28"",""U21"",""P29"",""P20"",""P15"",""U26"",""P16"",""U3""]","4","4","0","0","1","1","","10364","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","3","2.0.0","104519","102","1","2026-06-08 20:21:54","segmentation_norming_randomized_order_maxrun_attention_v4","142.114.27.159","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","Macintosh","Chrome","148.0.0.0","OS X","10_15_7","https://uencdihehs.cognition.run/?PROLIFIC_PID=69de557321797141093c1604&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a272320e29843fe2680de94?PROLIFIC_PID=69de557321797141093c1604&SESSION_ID=6a272320e29843fe2680de94?","en-US,en;q=0.9","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","30","[14,25,17,18,10,11,8,5,13,7,1,6,27,4,30,22,23,19,12,9,2,24,28,21,29,20,15,26,16,3]","[""P14"",""P25"",""P17"",""U18"",""U10"",""U11"",""U8"",""P5"",""P13"",""U7"",""P1"",""U6"",""P27"",""U4"",""P30"",""P22"",""U23"",""P19"",""P12"",""U9"",""P2"",""P24"",""P28"",""P21"",""U29"",""U20"",""U15"",""P26"",""U16"",""P3""]","[""U14"",""U25"",""U17"",""P18"",""P10"",""P11"",""P8"",""U5"",""U13"",""P7"",""U1"",""P6"",""U27"",""P4"",""U30"",""U22"",""P23"",""U19"",""U12"",""P9"",""U2"",""U24"",""U28"",""U21"",""P29"",""P20"",""P15"",""U26"",""P16"",""U3""]","4","4","0","0","1","1","","69326","The experiment requires continuous attention and full-screen participation throughout the task.<br><br>You may be asked to exit the experiment and cancel your participation if you exit Full Screen Mode, switch tabs, or fail to meet the attention criteria more than the allowed number of times.<br><br>Please read the following instructions carefully.","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","4","2.0.0","148764","102","1","2026-06-08 20:21:54","segmentation_norming_randomized_order_maxrun_attention_v4","142.114.27.159","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","Macintosh","Chrome","148.0.0.0","OS X","10_15_7","https://uencdihehs.cognition.run/?PROLIFIC_PID=69de557321797141093c1604&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a272320e29843fe2680de94?PROLIFIC_PID=69de557321797141093c1604&SESSION_ID=6a272320e29843fe2680de94?","en-US,en;q=0.9","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","30","[14,25,17,18,10,11,8,5,13,7,1,6,27,4,30,22,23,19,12,9,2,24,28,21,29,20,15,26,16,3]","[""P14"",""P25"",""P17"",""U18"",""U10"",""U11"",""U8"",""P5"",""P13"",""U7"",""P1"",""U6"",""P27"",""U4"",""P30"",""P22"",""U23"",""P19"",""P12"",""U9"",""P2"",""P24"",""P28"",""P21"",""U29"",""U20"",""U15"",""P26"",""U16"",""P3""]","[""U14"",""U25"",""U17"",""P18"",""P10"",""P11"",""P8"",""U5"",""U13"",""P7"",""U1"",""P6"",""U27"",""P4"",""U30"",""U22"",""P23"",""U19"",""U12"",""P9"",""U2"",""U24"",""U28"",""U21"",""P29"",""P20"",""P15"",""U26"",""P16"",""U3""]","4","4","0","0","1","1","[{""page_index"":0,""viewing_time"":44244}]","44244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","2.0.0","198173","102","1","2026-06-08 20:21:54","segmentation_norming_randomized_order_maxrun_attention_v4","142.114.27.159","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","Macintosh","Chrome","148.0.0.0","OS X","10_15_7","https://uencdihehs.cognition.run/?PROLIFIC_PID=69de557321797141093c1604&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a272320e29843fe2680de94?PROLIFIC_PID=69de557321797141093c1604&SESSION_ID=6a272320e29843fe2680de94?","en-US,en;q=0.9","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","30","[14,25,17,18,10,11,8,5,13,7,1,6,27,4,30,22,23,19,12,9,2,24,28,21,29,20,15,26,16,3]","[""P14"",""P25"",""P17"",""U18"",""U10"",""U11"",""U8"",""P5"",""P13"",""U7"",""P1"",""U6"",""P27"",""U4"",""P30"",""P22"",""U23"",""P19"",""P12"",""U9"",""P2"",""P24"",""P28"",""P21"",""U29"",""U20"",""U15"",""P26"",""U16"",""P3""]","[""U14"",""U25"",""U17"",""P18"",""P10"",""P11"",""P8"",""U5"",""U13"",""P7"",""U1"",""P6"",""U27"",""P4"",""U30"",""U22"",""P23"",""U19"",""U12"",""P9"",""U2"",""U24"",""U28"",""U21"",""P29"",""P20"",""P15"",""U26"",""P16"",""U3""]","4","4","0","0","1","1","","49409","Please pay attention when watching videos and marking boundaries.<br><br>There are several hidden attention criteria to make sure you watch the videos carefully.<br><br>If you fail these hidden criteria more than the allowed number of times, you may be asked to exit the experiment.","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-multi-choice","6","2.0.0","235070","102","1","2026-06-08 20:21:54","segmentation_norming_randomized_order_maxrun_attention_v4","142.114.27.159","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","Macintosh","Chrome","148.0.0.0","OS X","10_15_7","https://uencdihehs.cognition.run/?PROLIFIC_PID=69de557321797141093c1604&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a272320e29843fe2680de94?PROLIFIC_PID=69de557321797141093c1604&SESSION_ID=6a272320e29843fe2680de94?","en-US,en;q=0.9","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","30","[14,25,17,18,10,11,8,5,13,7,1,6,27,4,30,22,23,19,12,9,2,24,28,21,29,20,15,26,16,3]","[""P14"",""P25"",""P17"",""U18"",""U10"",""U11"",""U8"",""P5"",""P13"",""U7"",""P1"",""U6"",""P27"",""U4"",""P30"",""P22"",""U23"",""P19"",""P12"",""U9"",""P2"",""P24"",""P28"",""P21"",""U29"",""U20"",""U15"",""P26"",""U16"",""P3""]","[""U14"",""U25"",""U17"",""P18"",""P10"",""P11"",""P8"",""U5"",""U13"",""P7"",""U1"",""P6"",""U27"",""P4"",""U30"",""U22"",""P23"",""U19"",""U12"",""P9"",""U2"",""U24"",""U28"",""U21"",""P29"",""P20"",""P15"",""U26"",""P16"",""U3""]","4","4","0","0","1","1","","36893","","{""spacebar_question"":""Between the smallest meaningful events or actions"",""attention_question"":""Press space bar to segment the video""}","comprehension_check","[0,1]","Between the smallest meaningful events or actions","Press space bar to segment the video","true","true","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","8","2.0.0","274151","102","1","2026-06-08 20:21:54","segmentation_norming_randomized_order_maxrun_attention_v4","142.114.27.159","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","Macintosh","Chrome","148.0.0.0","OS X","10_15_7","https://uencdihehs.cognition.run/?PROLIFIC_PID=69de557321797141093c1604&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a272320e29843fe2680de94?PROLIFIC_PID=69de557321797141093c1604&SESSION_ID=6a272320e29843fe2680de94?","en-US,en;q=0.9","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","30","[14,25,17,18,10,11,8,5,13,7,1,6,27,4,30,22,23,19,12,9,2,24,28,21,29,20,15,26,16,3]","[""P14"",""P25"",""P17"",""U18"",""U10"",""U11"",""U8"",""P5"",""P13"",""U7"",""P1"",""U6"",""P27"",""U4"",""P30"",""P22"",""U23"",""P19"",""P12"",""U9"",""P2"",""P24"",""P28"",""P21"",""U29"",""U20"",""U15"",""P26"",""U16"",""P3""]","[""U14"",""U25"",""U17"",""P18"",""P10"",""P11"",""P8"",""U5"",""U13"",""P7"",""U1"",""P6"",""U27"",""P4"",""U30"",""U22"",""P23"",""U19"",""U12"",""P9"",""U2"",""U24"",""U28"",""U21"",""P29"",""P20"",""P15"",""U26"",""P16"",""U3""]","4","4","0","0","1","1","","39081","You have learned the instructions for the task! Here is a demo trial.<br><br>Like what you will do in the main experiment,<br><br> you will watch a movie clip and at the same time mark off the activity in the movie into the <strong>smallest meaningful units</strong> that seem natural and meaningful to you.<br><br>Remember, tap the <strong>SPACE BAR</strong> to mark off a boundary between two <strong>smallest meaningful units</strong> of activity.<br><br>A green bar will appear at the bottom of the screen when you press the button.<br><br>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","9","2.0.0","291014","102","1","2026-06-08 20:21:54","segmentation_norming_randomized_order_maxrun_attention_v4","142.114.27.159","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","Macintosh","Chrome","148.0.0.0","OS X","10_15_7","https://uencdihehs.cognition.run/?PROLIFIC_PID=69de557321797141093c1604&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a272320e29843fe2680de94?PROLIFIC_PID=69de557321797141093c1604&SESSION_ID=6a272320e29843fe2680de94?","en-US,en;q=0.9","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","30","[14,25,17,18,10,11,8,5,13,7,1,6,27,4,30,22,23,19,12,9,2,24,28,21,29,20,15,26,16,3]","[""P14"",""P25"",""P17"",""U18"",""U10"",""U11"",""U8"",""P5"",""P13"",""U7"",""P1"",""U6"",""P27"",""U4"",""P30"",""P22"",""U23"",""P19"",""P12"",""U9"",""P2"",""P24"",""P28"",""P21"",""U29"",""U20"",""U15"",""P26"",""U16"",""P3""]","[""U14"",""U25"",""U17"",""P18"",""P10"",""P11"",""P8"",""U5"",""U13"",""P7"",""U1"",""P6"",""U27"",""P4"",""U30"",""U22"",""P23"",""U19"",""U12"",""P9"",""U2"",""U24"",""U28"",""U21"",""P29"",""P20"",""P15"",""U26"",""P16"",""U3""]","4","4","0","0","1","1","","null","[""library_v1.mp4""]","null","demo_video","","","","","","","1","demo1","library_v1.mp4","library","Demo","[]","0","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","10","2.0.0","291015","102","1","2026-06-08 20:21:54","segmentation_norming_randomized_order_maxrun_attention_v4","142.114.27.159","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","Macintosh","Chrome","148.0.0.0","OS X","10_15_7","https://uencdihehs.cognition.run/?PROLIFIC_PID=69de557321797141093c1604&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a272320e29843fe2680de94?PROLIFIC_PID=69de557321797141093c1604&SESSION_ID=6a272320e29843fe2680de94?","en-US,en;q=0.9","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","69de557321797141093c1604","6a270c2e609d6ae583c06396","6a272320e29843fe2680de94?","30","[14,25,17,18,10,11,8,5,13,7,1,6,27,4,30,22,23,19,12,9,2,24,28,21,29,20,15,26,16,3]","[""P14"",""P25"",""P17"",""U18"",""U10"",""U11"",""U8"",""P5"",""P13"",""U7"",""P1"",""U6"",""P27"",""U4"",""P30"",""P22"",""U23"",""P19"",""P12"",""U9"",""P2"",""P24"",""P28"",""P21"",""U29"",""U20"",""U15"",""P26"",""U16"",""P3""]","[""U14"",""U25"",""U17"",""P18"",""P10"",""P11"",""P8"",""U5"",""U13"",""P7"",""U1"",""P6"",""U27"",""P4"",""U30"",""U22"",""P23"",""U19"",""U12"",""P9"",""U2"",""U24"",""U28"",""U21"",""P29"",""P20"",""P15"",""U26"",""P16"",""U3""]","4","4","0","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
